date_time_hourly,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Batteries,Imports,Other,Natural Gas,Large Hydro,tempC,uvIndex,WindGustKmph,cloudcover,humidity,precipMM
2020-01-01 00:00:00,-33.0,797.8333333333334,650.0833333333334,299.75,229.5,210.41666666666666,9.916666666666666,2273.3333333333335,1.6666666666666667,8321.75,0.0,8247.666666666666,1345.5833333333333,6,3,4,7,59,0.0
2020-01-01 01:00:00,-33.666666666666664,986.75,648.0833333333334,302.4166666666667,231.0,209.75,8.25,2272.6666666666665,-2.5,7684.833333333333,0.0,8072.5,1230.4166666666667,6,3,4,8,59,0.0
2020-01-01 02:00:00,-34.0,1036.4166666666667,645.9166666666666,304.5,230.41666666666666,210.75,8.666666666666666,2273.3333333333335,-0.75,7835.666666666667,0.0,7311.5,1176.5833333333333,5,3,4,9,59,0.0
2020-01-01 03:00:00,-35.083333333333336,920.25,644.1666666666666,301.1666666666667,231.08333333333334,209.75,8.75,2273.3333333333335,-0.9166666666666666,7857.333333333333,0.0,7037.833333333333,1192.9166666666667,5,3,4,10,59,0.0
2020-01-01 04:00:00,-35.0,1288.75,643.9166666666666,302.0833333333333,232.0,209.41666666666666,9.583333333333334,2271.75,6.083333333333333,7791.416666666667,0.0,6526.166666666667,1241.0,5,3,6,11,58,0.0
2020-01-01 05:00:00,-35.666666666666664,1051.3333333333333,644.0833333333334,303.9166666666667,230.91666666666666,223.0,9.666666666666666,2272.3333333333335,8.083333333333334,7875.166666666667,0.0,6603.25,1565.6666666666667,4,3,7,12,58,0.0
2020-01-01 06:00:00,-30.666666666666668,802.1666666666666,643.75,290.5833333333333,230.83333333333334,232.16666666666666,8.583333333333334,2272.4166666666665,5.333333333333333,8281.166666666666,0.0,6645.25,1825.1666666666667,4,3,9,13,58,0.0
2020-01-01 07:00:00,857.0833333333334,962.6666666666666,644.5,282.6666666666667,230.83333333333334,233.75,8.5,2272.1666666666665,0.16666666666666666,8063.5,0.0,6092.583333333333,1718.5833333333333,5,3,9,10,56,0.0
2020-01-01 08:00:00,4473.583333333333,1325.4166666666667,643.6666666666666,280.5833333333333,229.91666666666666,222.08333333333334,8.916666666666666,2272.6666666666665,-2.5833333333333335,5774.333333333333,0.0,4789.75,1195.1666666666667,5,3,9,7,55,0.0
2020-01-01 09:00:00,6656.833333333333,1399.5,641.0,277.3333333333333,228.91666666666666,181.16666666666666,9.583333333333334,2272.6666666666665,19.083333333333332,3757.8333333333335,0.0,4440.333333333333,769.3333333333334,6,3,10,3,54,0.0
2020-01-01 10:00:00,6717.25,1707.5833333333333,640.9166666666666,283.25,226.66666666666666,177.91666666666666,9.916666666666666,2272.8333333333335,3.5,3392.6666666666665,0.0,4110.833333333333,454.9166666666667,7,3,10,3,51,0.0
2020-01-01 11:00:00,6361.75,1878.9166666666667,638.1666666666666,288.4166666666667,228.08333333333334,175.58333333333334,10.333333333333334,2273.0833333333335,24.416666666666668,3017.1666666666665,0.0,4075.3333333333335,600.8333333333334,9,3,10,2,48,0.0
2020-01-01 12:00:00,5963.166666666667,2623.1666666666665,637.25,292.0833333333333,227.5,176.83333333333334,9.5,2272.8333333333335,-8.166666666666666,2664.4166666666665,0.0,4100.833333333333,416.0833333333333,10,3,10,2,45,0.0
2020-01-01 13:00:00,5348.5,2915.9166666666665,638.4166666666666,307.3333333333333,223.83333333333334,177.16666666666666,10.083333333333334,2272.0833333333335,28.75,2715.1666666666665,0.0,4204.166666666667,666.5833333333334,11,3,11,2,45,0.0
2020-01-01 14:00:00,5894.0,2910.0833333333335,639.0,315.5,230.08333333333334,193.91666666666666,9.583333333333334,2272.3333333333335,-1.0833333333333333,2765.3333333333335,0.0,4492.416666666667,651.25,12,3,12,3,44,0.0
2020-01-01 15:00:00,3613.6666666666665,3178.0833333333335,640.25,311.25,230.83333333333334,201.91666666666666,10.0,2271.0,4.833333333333333,4669.166666666667,0.0,5051.083333333333,1227.0833333333333,12,3,14,4,44,0.0
2020-01-01 16:00:00,743.9166666666666,3012.1666666666665,643.0,319.9166666666667,230.08333333333334,262.75,9.833333333333334,2270.9166666666665,-12.166666666666666,7403.25,0.0,5599.0,2205.25,11,3,14,4,48,0.0
2020-01-01 17:00:00,-16.416666666666668,2959.8333333333335,644.0,319.6666666666667,230.58333333333334,270.0,8.75,2271.75,-4.5,9154.833333333334,0.0,5997.666666666667,3172.5,11,3,14,4,52,0.0
2020-01-01 18:00:00,-32.416666666666664,2806.4166666666665,645.0,325.25,231.0,278.1666666666667,7.833333333333333,2272.0833333333335,0.08333333333333333,9615.166666666666,0.0,6133.666666666667,3288.0833333333335,10,3,14,5,57,0.0
2020-01-01 19:00:00,-32.0,3107.5,646.5,325.5,231.16666666666666,281.4166666666667,7.666666666666667,2271.5833333333335,-11.166666666666666,9441.0,0.0,6232.75,2900.5833333333335,9,3,16,5,61,0.0
2020-01-01 20:00:00,-32.0,2900.9166666666665,647.6666666666666,318.8333333333333,231.16666666666666,273.6666666666667,8.083333333333334,2272.6666666666665,-1.5833333333333333,9127.833333333334,0.0,6778.916666666667,2477.9166666666665,8,3,17,5,65,0.0
2020-01-01 21:00:00,-32.0,2993.3333333333335,648.0833333333334,320.0833333333333,230.75,240.33333333333334,8.5,2272.75,-1.25,8427.666666666666,0.0,6872.583333333333,2097.25,7,3,19,4,69,0.0
2020-01-01 22:00:00,-32.916666666666664,3355.1666666666665,647.8333333333334,305.1666666666667,226.25,218.83333333333334,8.333333333333334,2273.6666666666665,0.0,8038.25,0.0,5904.416666666667,1817.5833333333333,7,3,19,4,71,0.0
2020-01-01 23:00:00,-33.0,3343.75,649.3333333333334,302.1666666666667,229.83333333333334,211.75,7.166666666666667,2273.0,-2.0,7443.5,0.0,5304.166666666667,1611.8333333333333,7,3,19,3,72,0.0
2020-01-02 00:00:00,-33.0,3375.5833333333335,650.1666666666666,302.5833333333333,231.58333333333334,209.75,6.916666666666667,2272.0833333333335,3.3333333333333335,7025.333333333333,0.0,5353.75,1041.5,6,3,19,2,74,0.0
2020-01-02 01:00:00,-33.0,2906.8333333333335,651.5,299.75,232.0,186.5,7.083333333333333,2272.3333333333335,6.5,7251.416666666667,0.0,5045.583333333333,1122.4166666666667,6,3,20,3,75,0.0
2020-01-02 02:00:00,-33.0,2357.5833333333335,651.25,300.4166666666667,231.33333333333334,160.08333333333334,7.083333333333333,2273.4166666666665,-21.833333333333332,7368.166666666667,0.0,5229.25,942.3333333333334,6,3,20,3,76,0.0
2020-01-02 03:00:00,-34.083333333333336,2404.5833333333335,652.0,294.25,231.25,195.91666666666666,7.333333333333333,2272.8333333333335,-6.0,6992.0,0.0,5372.25,960.1666666666666,6,3,21,3,77,0.0
2020-01-02 04:00:00,-35.0,2476.6666666666665,652.8333333333334,296.25,231.16666666666666,208.5,7.5,2273.25,-4.0,6842.666666666667,0.0,5857.666666666667,1178.0833333333333,5,3,18,4,79,0.0
2020-01-02 05:00:00,-35.583333333333336,2767.75,653.3333333333334,303.6666666666667,230.75,235.08333333333334,7.25,2274.5,-10.25,7252.416666666667,0.0,5647.5,1802.0833333333333,5,3,16,4,80,0.0
2020-01-02 06:00:00,-32.333333333333336,2927.0833333333335,652.75,316.8333333333333,229.91666666666666,241.33333333333334,6.416666666666667,2274.0833333333335,-10.25,8103.5,0.0,6206.166666666667,2193.75,4,3,14,5,82,0.0
2020-01-02 07:00:00,1010.9166666666666,2499.1666666666665,652.9166666666666,317.9166666666667,227.91666666666666,231.33333333333334,6.083333333333333,2272.9166666666665,3.5,8318.583333333334,0.0,6487.416666666667,2533.5,5,3,12,4,81,0.0
2020-01-02 08:00:00,4625.583333333333,1457.6666666666667,652.1666666666666,310.6666666666667,227.5,215.75,7.25,2273.5,-11.416666666666666,7267.916666666667,0.0,6275.0,1682.5833333333333,5,3,11,3,80,0.0
2020-01-02 09:00:00,6874.75,847.8333333333334,649.9166666666666,310.5833333333333,223.08333333333334,206.91666666666666,6.916666666666667,2273.6666666666665,-2.5,5765.75,0.0,6087.5,1177.75,5,3,10,2,79,0.0
2020-01-02 10:00:00,6847.833333333333,968.1666666666666,647.9166666666666,303.0833333333333,225.33333333333334,193.41666666666666,6.583333333333333,2272.5833333333335,-2.6666666666666665,5016.25,0.0,5570.583333333333,1274.0833333333333,7,3,9,3,73,0.0
2020-01-02 11:00:00,7274.583333333333,1006.3333333333334,646.75,301.4166666666667,225.75,146.25,6.666666666666667,2273.0833333333335,11.083333333333334,4389.0,0.0,5915.416666666667,882.3333333333334,8,3,7,5,68,0.0
2020-01-02 12:00:00,6974.75,961.3333333333334,644.1666666666666,310.3333333333333,226.66666666666666,149.41666666666666,6.75,2273.8333333333335,-5.5,4661.166666666667,0.0,6195.583333333333,626.1666666666666,9,3,5,7,63,0.0
2020-01-02 13:00:00,6963.583333333333,778.1666666666666,643.0,311.0833333333333,228.08333333333334,149.5,5.833333333333333,2273.8333333333335,-10.583333333333334,4682.0,0.0,6409.916666666667,759.75,10,3,5,8,61,0.0
2020-01-02 14:00:00,6283.5,589.5833333333334,643.5,307.9166666666667,227.66666666666666,202.91666666666666,6.583333333333333,2273.0,5.333333333333333,4881.416666666667,0.0,6730.583333333333,1001.3333333333334,11,3,5,10,58,0.0
2020-01-02 15:00:00,4096.083333333333,402.1666666666667,643.25,308.25,227.33333333333334,230.5,5.833333333333333,2273.0833333333335,12.583333333333334,5895.583333333333,0.0,7734.416666666667,1734.5,11,3,5,12,56,0.0
2020-01-02 16:00:00,781.6666666666666,358.3333333333333,645.3333333333334,322.3333333333333,226.16666666666666,263.3333333333333,5.5,2273.8333333333335,-4.083333333333333,8471.666666666666,0.0,9068.25,2644.8333333333335,11,3,4,10,56,0.0
2020-01-02 17:00:00,46.583333333333336,366.0,645.5833333333334,325.5833333333333,222.66666666666666,312.5,5.333333333333333,2273.4166666666665,-3.5,9711.083333333334,0.0,10182.583333333334,3334.8333333333335,11,3,4,8,56,0.0
2020-01-02 18:00:00,47.833333333333336,353.25,646.1666666666666,324.25,225.75,281.5833333333333,5.583333333333333,2273.1666666666665,7.0,10002.75,0.0,10225.666666666666,3460.25,11,3,3,7,55,0.0
2020-01-02 19:00:00,47.75,271.4166666666667,646.4166666666666,323.4166666666667,226.83333333333334,273.1666666666667,5.166666666666667,2273.0833333333335,3.4166666666666665,9475.583333333334,0.0,10347.083333333334,3539.4166666666665,10,3,3,19,57,0.0
2020-01-02 20:00:00,7.75,238.91666666666666,647.0833333333334,316.0833333333333,226.58333333333334,273.25,4.916666666666667,2273.6666666666665,-2.9166666666666665,9250.583333333334,0.0,10196.416666666666,3313.9166666666665,9,3,3,31,58,0.0
2020-01-02 21:00:00,-32.75,368.0,646.5833333333334,318.75,226.5,259.0,5.166666666666667,2273.5833333333335,-0.5,8752.75,0.0,10045.0,2918.0,8,3,3,43,59,0.0
2020-01-02 22:00:00,-33.75,368.75,644.5833333333334,302.1666666666667,226.75,233.25,5.5,2270.0,-16.0,8183.583333333333,0.0,9610.916666666666,2482.3333333333335,8,3,3,41,63,0.0
2020-01-02 23:00:00,-33.416666666666664,487.5,645.9166666666666,293.5,226.83333333333334,218.16666666666666,5.666666666666667,2269.6666666666665,-12.333333333333334,7709.583333333333,0.0,8884.25,2028.6666666666667,8,3,2,39,67,0.0
2020-01-03 00:00:00,-33.833333333333336,510.6666666666667,646.0833333333334,296.5,227.08333333333334,210.41666666666666,6.083333333333333,2269.3333333333335,-10.833333333333334,7173.833333333333,0.0,8577.583333333334,1598.25,8,4,1,36,71,0.0
2020-01-03 01:00:00,-33.75,537.5833333333334,645.0833333333334,299.9166666666667,226.91666666666666,208.41666666666666,6.25,2268.6666666666665,-14.083333333333334,6594.333333333333,0.0,8515.916666666666,1363.5,7,4,2,42,70,0.0
